vehicle_id,anomaly_days_7d,mean_anomaly_score_7d,consecutive_days_anomaly,risk_score,risk_level
733655,1,-0.0014951563635464,1,0.700448546909064,OK
795852,0,0.0477261327642348,0,0.01431783982927044,OK
795860,0,0.0489013982936845,0,0.014670419488105348,OK
821509,0,0.0938686563741688,0,0.02816059691225064,OK
821540,0,0.0725176480649463,0,0.02175529441948389,OK
821937,0,0.0287298268630419,0,0.008618948058912569,OK
822292,0,0.0059806254541856,0,0.0017941876362556801,OK
822389,1,-0.0771299297160569,1,0.723138978914817,OK
822588,0,0.0925050647873191,0,0.027751519436195728,OK
